adaptive nano-fiber suits, artist, short, slim, round face, fair skin, chestnut hair, dark brown eyes, straight nose, thin lips, receding chin, shoulder-length hair, wavy hair, bangs with highlights, asymmetrical breasts, clip-on earrings, gloss, satin lipstick, alien planet with bioluminescent flora
astronaut uniform, charmer, tall, wide hips, oval face, tan skin, auburn hair, blue eyes with green flecks, [[curved nose]], thick lips, receding chin, shoulder-length hair, coarse hair, dutch braid, saggy breasts, drop earrings, rust, gloss lipstick, jungle planet filled with dangerous creatures
astronaut uniform, countess, average height, fit, diamond-shaped face, olive skin, auburn hair, blue eyes, short nose, full lips, sharp chin, shoulder-length hair, wavy hair, wavy bob, perky breasts, faux gauge earrings, nude, sheer lipstick, alien planet with bioluminescent flora
astronaut uniform, countess, average height, thin, diamond-shaped face, olive skin, black hair, purple eyes, narrow nose, thick lips, receding chin, shoulder-length hair, straight hair, updo, firm breasts, hoop earrings, plum, cream lipstick, city floating in the clouds
astronaut uniform, countess, tall, skinny, round face, tan skin, honey blonde hair, black eyes, narrow nose, thin lips, prominent chin, shoulder-length hair, wavy hair, double braided crown, large breasts, drop earrings, peach, cream lipstick, frozen tundra with icy mountains
astronaut uniform, countess, tall, skinny, round face, tan skin, honey blonde hair, black eyes, narrow nose, thin lips, prominent chin, shoulder-length hair, wavy hair, double braided crown, large breasts, drop earrings, peach, cream lipstick, post-apocalyptic wasteland
astronaut uniform, dame, average height, thin, oval face, olive skin, silver hair, grey eyes, short nose, thin lips, prominent chin, long hair, straight hair, shoulder-length curls, asymmetrical breasts, cuff earrings, coral, metallic lipstick, giant space station
astronaut uniform, dame, average height, thin, oval face, olive skin, silver hair, grey eyes, short nose, thin lips, prominent chin, long hair, straight hair, shoulder-length curls, asymmetrical breasts, cuff earrings, coral, metallic lipstick, jungle planet filled with dangerous creatures
astronaut uniform, dame, short, in shape, square face, tan skin, golden blonde hair, green eyes, wide nose, thick lips, sharp chin, long hair, curly hair, tapered afro, saggy breasts, dangle earrings, terracotta, velvet lipstick, barren desert planet
astronaut uniform, dame, short, in shape, square face, tan skin, golden blonde hair, green eyes, wide nose, thick lips, sharp chin, long hair, curly hair, tapered afro, saggy breasts, dangle earrings, terracotta, velvet lipstick, desolate lunar surface
astronaut uniform, dame, short, in shape, triangular face, dark skin, honey blonde hair, blue eyes, short nose, pouty lips, receding chin, shoulder-length hair, straight hair, layered bob, small breasts, drop earrings, violet, cream lipstick, dystopian metropolis
astronaut uniform, dame, short, in shape, triangular face, dark skin, honey blonde hair, blue eyes, short nose, pouty lips, receding chin, shoulder-length hair, straight hair, layered bob, small breasts, drop earrings, violet, cream lipstick, frozen tundra with icy mountains
astronaut uniform, dame, short, toned, oval face, olive skin, gray hair, peach eyes, [[curved nose]], full lips, prominent chin, shoulder-length hair, coarse hair, blunt bangs, augmented breasts, threader earrings, peach, gloss lipstick, barren desert planet
astronaut uniform, dame, short, toned, oval face, olive skin, gray hair, peach eyes, [[curved nose]], full lips, prominent chin, shoulder-length hair, coarse hair, blunt bangs, augmented breasts, threader earrings, peach, gloss lipstick, dystopian metropolis
astronaut uniform, diva, short, lean, heart-shaped face, olive skin, silver hair, coral eyes, short nose, full lips, prominent chin, long hair, curly hair, afro, natural breasts, huggie earrings, berry, sheer lipstick, city floating in the clouds
astronaut uniform, empress, tall, narrow hips, square face, dark skin, light brown hair, red eyes, short nose, thick lips, round chin, shoulder-length hair, wavy hair, stacked bob, natural breasts, stud earrings, beige, sheer lipstick, giant space station
astronaut uniform, empress, tall, narrow hips, square face, dark skin, light brown hair, red eyes, short nose, thick lips, round chin, shoulder-length hair, wavy hair, stacked bob, natural breasts, stud earrings, beige, sheer lipstick, underwater research facility
astronaut uniform, empress, tall, skinny, oval face, tan skin, gray hair, teal eyes, narrow nose, thick lips, round chin, long hair, fine hair, low messy bun, perky breasts, faux gauge earrings, rust, matte lipstick, giant space station
astronaut uniform, empress, tall, skinny, oval face, tan skin, gray hair, teal eyes, narrow nose, thick lips, round chin, long hair, fine hair, low messy bun, perky breasts, faux gauge earrings, rust, matte lipstick, jungle planet filled with dangerous creatures
astronaut uniform, enigma, average height, toned, square face, tan skin, dark brown hair, amethyst eyes, [[curved nose]], pouty lips, prominent chin, long hair, coarse hair, messy bun, augmented breasts, faux gauge earrings, gloss, cream lipstick, barren desert planet
astronaut uniform, enigma, average height, toned, square face, tan skin, dark brown hair, amethyst eyes, [[curved nose]], pouty lips, prominent chin, long hair, coarse hair, messy bun, augmented breasts, faux gauge earrings, gloss, cream lipstick, jungle planet filled with dangerous creatures
astronaut uniform, enigma, tall, fit, heart-shaped face, tan skin, brunette hair, hazel eyes, narrow nose, pouty lips, sharp chin, shoulder-length hair, coarse hair, low chignon, natural breasts, dangle earrings, pink, satin lipstick, dystopian metropolis
astronaut uniform, enigma, tall, fit, heart-shaped face, tan skin, brunette hair, hazel eyes, narrow nose, pouty lips, sharp chin, shoulder-length hair, coarse hair, low chignon, natural breasts, dangle earrings, pink, satin lipstick, frozen tundra with icy mountains
astronaut uniform, escort, short, toned, heart-shaped face, tan skin, blonde hair, pink eyes, wide nose, thin lips, round chin, long hair, straight hair, braided updo, large breasts, huggie earrings, terracotta, satin lipstick, dystopian metropolis
astronaut uniform, escort, short, toned, heart-shaped face, tan skin, blonde hair, pink eyes, wide nose, thin lips, round chin, long hair, straight hair, braided updo, large breasts, huggie earrings, terracotta, satin lipstick, jungle planet filled with dangerous creatures
astronaut uniform, female viking, average height, lean, square face, fair skin, red hair, teal eyes, wide nose, full lips, round chin, shoulder-length hair, coarse hair, donut bun, perky breasts, dangle earrings, burgundy, cream lipstick, dystopian metropolis
astronaut uniform, female viking, average height, lean, square face, fair skin, red hair, teal eyes, wide nose, full lips, round chin, shoulder-length hair, coarse hair, donut bun, perky breasts, dangle earrings, burgundy, cream lipstick, jungle planet filled with dangerous creatures
astronaut uniform, female viking, average height, slim, heart-shaped face, tan skin, golden blonde hair, teal eyes, short nose, full lips, receding chin, long hair, thick hair, frohawk, round breasts, hoop earrings, green, matte lipstick, dystopian metropolis
astronaut uniform, female viking, average height, slim, heart-shaped face, tan skin, golden blonde hair, teal eyes, short nose, full lips, receding chin, long hair, thick hair, frohawk, round breasts, hoop earrings, green, matte lipstick, post-apocalyptic wasteland
astronaut uniform, female warrior, tall, firm, oval face, tan skin, black hair, blue eyes, [[curved nose]], thick lips, sharp chin, long hair, curly hair, top knot, soft breasts, clip-on earrings, berry, cream lipstick, alien planet with bioluminescent flora
astronaut uniform, female warrior, tall, slim, round face, dark skin, platinum blonde hair, purple eyes, long nose, full lips, round chin, long hair, curly hair, stacked bob, asymmetrical breasts, hoop earrings, rose, sheer lipstick, dystopian metropolis
astronaut uniform, female warrior, tall, slim, round face, dark skin, platinum blonde hair, purple eyes, long nose, full lips, round chin, long hair, curly hair, stacked bob, asymmetrical breasts, hoop earrings, rose, sheer lipstick, jungle planet filled with dangerous creatures
astronaut uniform, gal, average height, thin, diamond-shaped face, dark skin, dark brown hair, green eyes, long nose, full lips, receding chin, shoulder-length hair, thick hair, fishbone braid, perky breasts, clip-on earrings, gloss, stain lipstick, post-apocalyptic wasteland
astronaut uniform, gal, average height, thin, diamond-shaped face, dark skin, dark brown hair, green eyes, long nose, full lips, receding chin, shoulder-length hair, thick hair, fishbone braid, perky breasts, clip-on earrings, gloss, stain lipstick, underwater research facility
astronaut uniform, gal, average height, thin, square face, tan skin, strawberry blonde hair, silver eyes, narrow nose, pouty lips, sharp chin, shoulder-length hair, thick hair, bun, small breasts, huggie earrings, orange, velvet lipstick, giant space station
astronaut uniform, gal, average height, thin, square face, tan skin, strawberry blonde hair, silver eyes, narrow nose, pouty lips, sharp chin, shoulder-length hair, thick hair, bun, small breasts, huggie earrings, orange, velvet lipstick, underwater research facility
astronaut uniform, heiress, short, slim, square face, fair skin, white hair, turquoise eyes, narrow nose, thin lips, prominent chin, shoulder-length hair, coarse hair, side bangs, round breasts, cuff earrings, brown, sheer lipstick, dystopian metropolis
astronaut uniform, heiress, short, slim, square face, fair skin, white hair, turquoise eyes, narrow nose, thin lips, prominent chin, shoulder-length hair, coarse hair, side bangs, round breasts, cuff earrings, brown, sheer lipstick, post-apocalyptic wasteland
astronaut uniform, heiress, tall, athletic, square face, olive skin, brunette hair, sapphire eyes, long nose, full lips, prominent chin, long hair, thick hair, side french braid, firm breasts, huggie earrings, green, cream lipstick, frozen tundra with icy mountains
astronaut uniform, heiress, tall, athletic, square face, olive skin, brunette hair, sapphire eyes, long nose, full lips, prominent chin, long hair, thick hair, side french braid, firm breasts, huggie earrings, green, cream lipstick, jungle planet filled with dangerous creatures
astronaut uniform, lady, average height, thin, heart-shaped face, fair skin, white hair, coral eyes, wide nose, pouty lips, round chin, shoulder-length hair, thick hair, updo, small breasts, hoop earrings, teal, gloss lipstick, barren desert planet
astronaut uniform, lady, tall, thin, heart-shaped face, olive skin, strawberry blonde hair, sapphire eyes, short nose, thick lips, sharp chin, shoulder-length hair, thick hair, straight updo, round breasts, cuff earrings, silver, sheer lipstick, dystopian metropolis
astronaut uniform, lady, tall, thin, heart-shaped face, olive skin, strawberry blonde hair, sapphire eyes, short nose, thick lips, sharp chin, shoulder-length hair, thick hair, straight updo, round breasts, cuff earrings, silver, sheer lipstick, jungle planet filled with dangerous creatures
